step,metric,observations,mean_query_tokens,mean_observed,mean_null,mean_observed_minus_null,fraction_outside_null_95
9,effective_experts,76,90.75,38.12643771657066,26.243686279671174,11.882751436899484,1.0
9,top10_load_share,76,90.75,0.4329345504248714,0.5588665928165152,-0.12593204239164377,0.9868421052631579
10,active_experts,76,77.75,89.36842105263158,64.11312705592105,25.255293996710527,0.9210526315789473
10,effective_experts,76,77.75,39.182977066761005,26.091437711056592,13.091539355704414,1.0
10,top10_load_share,76,77.75,0.42156408006317997,0.5600629003868441,-0.13849882032366412,0.9736842105263158
11,active_experts,76,66.25,84.69736842105263,61.89494243421053,22.802425986842106,0.9078947368421053
11,effective_experts,76,66.25,38.4932228302697,25.892777673608638,12.600445156661065,0.9868421052631579
11,top10_load_share,76,66.25,0.42363157124593753,0.5617514635764735,-0.138119892330536,0.9342105263157895
12,active_experts,76,57.75,82.9342105263158,59.95348478618421,22.98072574013158,0.9210526315789473
12,effective_experts,76,57.75,38.96167034230289,25.69616007408202,13.265510268220869,0.9605263157894737
12,top10_load_share,76,57.75,0.41835733431719613,0.5634218435806035,-0.14506450926340736,0.9342105263157895
13,active_experts,76,47.75,78.94736842105263,57.157380756578945,21.789987664473685,0.9473684210526315
13,effective_experts,76,47.75,37.949923862414536,25.408314889964256,12.541608972450279,0.9210526315789473
13,top10_load_share,76,47.75,0.42186976674641147,0.5660509409546381,-0.1441811742082266,0.9342105263157895
14,active_experts,76,41.5,80.69736842105263,55.01022820723684,25.68714021381579,0.9342105263157895
14,effective_experts,76,41.5,42.20752778661531,25.147021632448098,17.060506154167207,0.9736842105263158
14,top10_load_share,76,41.5,0.3884670867972777,0.5682080977327515,-0.17974101093547373,0.9868421052631579
15,active_experts,76,31.5,72.14473684210526,50.66005345394737,21.484683388157894,0.9342105263157895
15,effective_experts,76,31.5,40.04972409639862,24.53853789228182,15.511186204116807,0.9736842105263158
15,top10_load_share,76,31.5,0.39774610136452243,0.5737830937257287,-0.1760369923612063,0.9868421052631579
16,active_experts,76,24.0,64.6842105263158,46.0084806743421,18.675729851973685,0.8552631578947368
16,effective_experts,76,24.0,37.645905440485656,23.6726265618495,13.973278878636153,0.8947368421052632
16,top10_load_share,76,24.0,0.4138194996513393,0.5822986320097927,-0.1684791323584533,0.881578947368421
17,active_experts,76,17.0,50.6578947368421,40.148386101973685,10.509508634868421,0.6052631578947368
17,effective_experts,76,17.0,30.59457581304758,22.32296856054053,8.271607252507051,0.6578947368421053
17,top10_load_share,76,17.0,0.46603295923632615,0.5966392126040726,-0.13060625336774648,0.6447368421052632
18,active_experts,76,11.25,39.0921052631579,32.10500616776316,6.987099095394737,0.5263157894736842
18,effective_experts,76,11.25,25.388777665293333,19.637189042021205,5.751588623272126,0.47368421052631576
18,top10_load_share,76,11.25,0.5375822368421053,0.6314567393826362,-0.09387450254053101,0.4868421052631579
19,active_experts,76,7.5,29.473684210526315,25.022512335526315,4.451171875,0.4342105263157895
19,effective_experts,76,7.5,20.303692998672215,16.479157783476193,3.824535215196023,0.39473684210526316
19,top10_load_share,76,7.5,0.6195068637502847,0.702217441019096,-0.08271057726881124,0.39473684210526316
20,active_experts,76,5.5,22.894736842105264,20.54672080592105,2.3480160361842106,0.25
20,effective_experts,76,5.5,16.193473670544485,14.165242492749034,2.0282311777954547,0.19736842105263158
20,top10_load_share,76,5.5,0.7598497308612441,0.7761001221871262,-0.016250391325882175,0.2631578947368421
21,active_experts,38,7.5,27.55263157894737,27.92691200657895,-0.3742804276315789,0.47368421052631576
21,effective_experts,38,7.5,19.32374544192799,18.55893426388124,0.7648111780467485,0.5
21,top10_load_share,38,7.5,0.6268274853801169,0.6458961531432749,-0.01906866776315789,0.5789473684210527
22,active_experts,38,6.5,27.210526315789473,25.83408717105263,1.376439144736842,0.3684210526315789
22,effective_experts,38,6.5,19.950675667048113,17.747256793348534,2.2034188736995786,0.34210526315789475
22,top10_load_share,38,6.5,0.6072368421052632,0.65823974609375,-0.05100290398848683,0.3684210526315789
23,active_experts,38,5.5,24.236842105263158,23.443564967105264,0.7932771381578947,0.42105263157894735
23,effective_experts,38,5.5,18.582731042591536,16.636445903151763,1.9462851394397764,0.34210526315789475
23,top10_load_share,38,5.5,0.6197133458646616,0.672544551074953,-0.052831205210291346,0.39473684210526316
24,active_experts,38,4.5,21.36842105263158,20.646792763157894,0.7216282894736842,0.47368421052631576
24,effective_experts,38,4.5,17.05355087220554,15.237058165137876,1.816492707067664,0.42105263157894735
24,top10_load_share,38,4.5,0.6354166666666666,0.7017779433936403,-0.06636127672697369,0.4473684210526316
25,active_experts,38,3.5,18.18421052631579,17.422902960526315,0.7613075657894737,0.42105263157894735
25,effective_experts,38,3.5,15.116681390112902,13.435840927267185,1.680840462845716,0.42105263157894735
25,top10_load_share,38,3.5,0.6914473684210526,0.7676385176809211,-0.07619114925986842,0.42105263157894735
26,active_experts,38,2.5,13.68421052631579,13.351254111842104,0.33295641447368424,0.23684210526315788
26,effective_experts,38,2.5,11.545271373863859,10.727677740894467,0.8175936329693912,0.15789473684210525
26,top10_load_share,38,2.5,0.8536184210526315,0.8467118112664473,0.006906609786184211,0.23684210526315788
27,active_experts,19,3.0,16.105263157894736,16.349300986842106,-0.24403782894736842,0.3157894736842105
27,effective_experts,19,3.0,13.20749680219382,13.057256682179485,0.15024012001433396,0.2631578947368421
27,top10_load_share,19,3.0,0.7456140350877193,0.7345805921052632,0.011033442982456126,0.3157894736842105
28,active_experts,19,2.0,12.894736842105264,12.230674342105264,0.6640625,0.15789473684210525
28,effective_experts,19,2.0,11.744494102388838,10.467902153488213,1.2765919489006263,0.15789473684210525
28,top10_load_share,19,2.0,0.819078947368421,0.8504574424342105,-0.03137849506578947,0.15789473684210525
29,active_experts,19,1.0,8.0,6.953741776315789,1.0462582236842106,0.0
29,effective_experts,19,1.0,8.0,6.46035344407055,1.5396465559294503,0.0
29,top10_load_share,19,1.0,1.0,1.0,0.0,0.0
