step,metric,observations,mean_query_tokens,mean_observed,mean_null,mean_observed_minus_null,fraction_outside_null_95
14,top10_load_share,76,38.5,0.4327748053077,0.5570629863168154,-0.12428818100911541,0.75
15,active_experts,76,30.25,66.80263157894737,52.08460115131579,14.718030427631579,0.75
15,effective_experts,76,30.25,33.735866646987986,24.617478786964575,9.118387860023415,0.6842105263157895
15,top10_load_share,76,30.25,0.44659400949847744,0.5623934569327408,-0.11579944743426333,0.6973684210526315
16,active_experts,76,21.5,56.13157894736842,45.93873355263158,10.192845394736842,0.6710526315789473
16,effective_experts,76,21.5,30.92176310120498,23.5665077096407,7.355255391564281,0.631578947368421
16,top10_load_share,76,21.5,0.47234330438164374,0.5730835620771844,-0.10074025769554053,0.6842105263157895
17,active_experts,76,16.0,48.03947368421053,40.871247944078945,7.168225740131579,0.5921052631578947
17,effective_experts,76,16.0,27.996691861226214,22.485753628117465,5.510938233108753,0.6710526315789473
17,top10_load_share,76,16.0,0.5074518120960295,0.5848636193949099,-0.07741180729888042,0.6447368421052632
18,active_experts,76,11.25,40.51315789473684,34.91514185855263,5.598016036184211,0.5
18,effective_experts,76,11.25,25.547892287422,20.909724852989815,4.638167434432186,0.42105263157894735
18,top10_load_share,76,11.25,0.5257577537593985,0.6039535140035146,-0.07819576024411615,0.42105263157894735
19,active_experts,76,6.75,27.460526315789473,25.75308388157895,1.7074424342105263,0.39473684210526316
19,effective_experts,76,6.75,19.42972187195792,17.343522901401826,2.086198970556091,0.39473684210526316
19,top10_load_share,76,6.75,0.5943569862155388,0.6590767325935784,-0.06471974637803946,0.42105263157894735
20,active_experts,76,5.0,20.776315789473685,20.801809210526315,-0.02549342105263158,0.32894736842105265
20,effective_experts,76,5.0,15.436571583773343,14.75524872065772,0.6813228631156213,0.3026315789473684
20,top10_load_share,76,5.0,0.7277511961722488,0.7419520035885168,-0.014200807416267947,0.34210526315789475
21,active_experts,76,3.5,15.947368421052632,15.689658717105264,0.2577097039473684,0.2236842105263158
21,effective_experts,76,3.5,12.550611686545999,11.66909030023637,0.8815213863096292,0.18421052631578946
21,top10_load_share,76,3.5,0.8262061403508771,0.8327986510873537,-0.0065925107364766125,0.21052631578947367
22,active_experts,38,1.5,10.394736842105264,9.690583881578947,0.7041529605263158,0.05263157894736842
22,effective_experts,38,1.5,9.813152928942403,8.57320848212999,1.2399444468124123,0.02631578947368421
22,top10_load_share,38,1.5,0.912828947368421,0.921887849506579,-0.009058902138157895,0.05263157894736842
