configured_batch_size,layer_idx,samples,mean_actual_batch_size,mean_query_tokens,mean_active_experts,min_active_experts,max_active_experts,mean_active_ratio,mean_assignments_per_active_expert,uniform_null_active_ratio
2,17,64,2.0,64.0,56.703125,45,67,0.22149658203125,9.122190925712948,0.868915967521525
2,18,64,2.0,64.0,52.578125,42,63,0.20538330078125,9.806179366490758,0.868915967521525
2,19,64,2.0,64.0,57.640625,46,68,0.22515869140625,8.953946868140152,0.868915967521525
4,all,32,4.0,128.0,66.36184210526316,62.421052631578945,72.52631578947368,0.25922594572368424,17.075519911172673,0.9828169764291821
4,1,32,4.0,128.0,30.03125,26,34,0.1173095703125,34.26451051910713,0.9828169764291821
4,2,32,4.0,128.0,32.15625,29,35,0.1256103515625,31.914413576129206,0.9828169764291821
4,3,32,4.0,128.0,41.28125,33,47,0.1612548828125,24.957420747573682,0.9828169764291821
4,4,32,4.0,128.0,46.09375,40,54,0.1800537109375,22.351558308467656,0.9828169764291821
4,5,32,4.0,128.0,60.46875,55,67,0.2362060546875,16.982204532652723,0.9828169764291821
4,6,32,4.0,128.0,62.8125,58,72,0.245361328125,16.362480275697475,0.9828169764291821
4,7,32,4.0,128.0,70.28125,61,77,0.2745361328125,14.63074876786815,0.9828169764291821
4,8,32,4.0,128.0,74.375,66,85,0.29052734375,13.824957623713441,0.9828169764291821
4,9,32,4.0,128.0,78.5625,66,90,0.306884765625,13.093448488393165,0.9828169764291821
4,10,32,4.0,128.0,86.78125,79,96,0.3389892578125,11.830897757750924,0.9828169764291821
4,11,32,4.0,128.0,81.1875,73,90,0.317138671875,12.637884411410372,0.9828169764291821
4,12,32,4.0,128.0,77.65625,68,91,0.3033447265625,13.25463997934164,0.9828169764291821
4,13,32,4.0,128.0,84.4375,73,100,0.329833984375,12.1810628030989,0.9828169764291821
4,14,32,4.0,128.0,82.40625,73,96,0.3218994140625,12.48122506548678,0.9828169764291821
4,15,32,4.0,128.0,81.96875,73,99,0.3201904296875,12.555944743428144,0.9828169764291821
4,16,32,4.0,128.0,68.78125,59,81,0.2686767578125,14.954725365726354,0.9828169764291821
4,17,32,4.0,128.0,69.8125,57,77,0.272705078125,14.776150055707783,0.9828169764291821
4,18,32,4.0,128.0,62.34375,48,72,0.2435302734375,16.5353336949624,0.9828169764291821
4,19,32,4.0,128.0,69.4375,56,80,0.271240234375,14.845271595764883,0.9828169764291821
8,all,16,8.0,256.0,78.08552631578948,73.52631578947368,83.21052631578948,0.30502158717105265,29.37090060026739,0.9997047437009647
8,1,16,8.0,256.0,33.875,30,37,0.13232421875,60.71159000494864,0.9997047437009647
8,2,16,8.0,256.0,34.5,33,37,0.134765625,59.447702553584904,0.9997047437009647
8,3,16,8.0,256.0,47.6875,41,52,0.186279296875,43.15303476977163,0.9997047437009647
8,4,16,8.0,256.0,55.375,49,65,0.21630859375,37.20161052873087,0.9997047437009647
8,5,16,8.0,256.0,70.3125,63,78,0.274658203125,29.22877007247675,0.9997047437009647
8,6,16,8.0,256.0,77.3125,70,85,0.302001953125,26.57839571580713,0.9997047437009647
8,7,16,8.0,256.0,80.5,73,89,0.314453125,25.51960611820438,0.9997047437009647
8,8,16,8.0,256.0,87.8125,82,95,0.343017578125,23.361173484660267,0.9997047437009647
8,9,16,8.0,256.0,94.0,85,101,0.3671875,21.84533092352654,0.9997047437009647
8,10,16,8.0,256.0,102.0625,95,113,0.398681640625,20.112220487954453,0.9997047437009647
8,11,16,8.0,256.0,96.125,91,104,0.37548828125,21.338111691726137,0.9997047437009647
8,12,16,8.0,256.0,91.375,81,102,0.35693359375,22.50250754605194,0.9997047437009647
8,13,16,8.0,256.0,101.0,90,111,0.39453125,20.34440041512301,0.9997047437009647
8,14,16,8.0,256.0,99.6875,84,109,0.389404296875,20.65594915663218,0.9997047437009647
8,15,16,8.0,256.0,96.75,90,105,0.3779296875,21.216644941624672,0.9997047437009647
8,16,16,8.0,256.0,81.6875,70,94,0.319091796875,25.231791626338776,0.9997047437009647
8,17,16,8.0,256.0,81.375,69,90,0.31787109375,25.307122335625913,0.9997047437009647
8,18,16,8.0,256.0,70.875,59,80,0.27685546875,29.053266620734348,0.9997047437009647
8,19,16,8.0,256.0,81.3125,74,89,0.317626953125,25.23788241155793,0.9997047437009647
16,all,8,16.0,512.0,90.11184210526315,87.15789473684211,94.6842105263158,0.3519993832236842,51.4145839078918,0.9999999128237179
16,1,8,16.0,512.0,38.0,35,41,0.1484375,108.03473596182197,0.9999999128237179
16,2,8,16.0,512.0,36.875,34,39,0.14404296875,111.31538732281766,0.9999999128237179
16,3,8,16.0,512.0,54.0,49,58,0.2109375,76.02561744589813,0.9999999128237179
16,4,8,16.0,512.0,63.75,58,72,0.2490234375,64.49997210879064,0.9999999128237179
16,5,8,16.0,512.0,80.5,74,86,0.314453125,51.04362283261043,0.9999999128237179
16,6,8,16.0,512.0,94.625,87,105,0.36962890625,43.42252398579203,0.9999999128237179
16,7,8,16.0,512.0,92.125,88,97,0.35986328125,44.50494718875619,0.9999999128237179
16,8,8,16.0,512.0,99.75,96,106,0.3896484375,41.09352570682559,0.9999999128237179
16,9,8,16.0,512.0,112.25,107,117,0.4384765625,36.51382255932532,0.9999999128237179
16,10,8,16.0,512.0,114.875,106,122,0.44873046875,35.71810909536173,0.9999999128237179
16,11,8,16.0,512.0,110.125,106,115,0.43017578125,37.21737448957452,0.9999999128237179
16,12,8,16.0,512.0,105.5,101,110,0.412109375,38.855802830836154,0.9999999128237179
16,13,8,16.0,512.0,117.875,112,125,0.46044921875,34.81133857427258,0.9999999128237179
16,14,8,16.0,512.0,116.875,103,127,0.45654296875,35.17107417766549,0.9999999128237179
16,15,8,16.0,512.0,112.625,106,118,0.43994140625,36.41069362144072,0.9999999128237179
16,16,8,16.0,512.0,94.25,86,106,0.3681640625,43.61762718856726,0.9999999128237179
16,17,8,16.0,512.0,94.125,84,105,0.36767578125,43.76773844278861,0.9999999128237179
16,18,8,16.0,512.0,81.0,72,90,0.31640625,50.767960289528915,0.9999999128237179
16,19,8,16.0,512.0,93.0,87,96,0.36328125,44.08522042727026,0.9999999128237179
32,all,4,32.0,1024.0,101.93421052631578,99.47368421052632,104.84210526315789,0.398180509868421,91.5769244370628,0.9999999999999925
32,1,4,32.0,1024.0,41.25,40,42,0.1611328125,198.67502903600464,0.9999999999999925
32,2,4,32.0,1024.0,39.0,38,40,0.15234375,210.1203778677463,0.9999999999999925
32,3,4,32.0,1024.0,60.75,58,62,0.2373046875,134.94863144842174,0.9999999999999925
32,4,4,32.0,1024.0,72.75,70,75,0.2841796875,112.67339856490541,0.9999999999999925
32,5,4,32.0,1024.0,94.0,93,95,0.3671875,87.15386819829257,0.9999999999999925
32,6,4,32.0,1024.0,114.75,106,126,0.4482421875,71.66352905696087,0.9999999999999925
32,7,4,32.0,1024.0,102.75,98,106,0.4013671875,79.80190717796552,0.9999999999999925
32,8,4,32.0,1024.0,111.75,106,116,0.4365234375,73.38553522179825,0.9999999999999925
32,9,4,32.0,1024.0,128.0,127,129,0.5,64.00390648843313,0.9999999999999925
32,10,4,32.0,1024.0,128.25,127,130,0.5009765625,63.87983040581466,0.9999999999999925
32,11,4,32.0,1024.0,122.75,117,127,0.4794921875,66.80114300214365,0.9999999999999925
32,12,4,32.0,1024.0,116.25,114,119,0.4541015625,70.4853411419014,0.9999999999999925
32,13,4,32.0,1024.0,130.25,127,132,0.5087890625,62.91013343611769,0.9999999999999925
32,14,4,32.0,1024.0,131.25,125,137,0.5126953125,62.49245619128935,0.9999999999999925
32,15,4,32.0,1024.0,126.75,124,129,0.4951171875,64.64606627847438,0.9999999999999925
32,16,4,32.0,1024.0,108.5,103,120,0.423828125,75.79661992089176,0.9999999999999925
32,17,4,32.0,1024.0,106.5,102,110,0.416015625,77.00710270122035,0.9999999999999925
32,18,4,32.0,1024.0,95.75,88,102,0.3740234375,85.80701256579187,0.9999999999999925
32,19,4,32.0,1024.0,105.5,102,110,0.412109375,77.70967560001966,0.9999999999999925
